"gi|970697861|gb|KT896501.1| Klebsiella pneumoniae strain I212 plasmid pKPSH212, complete sequence",1,100
"gi|970697853|gb|KT896500.1| Klebsiella pneumoniae strain I70 plasmid pKPSH70, complete sequence",1,100
"gi|970697845|gb|KT896499.1| Klebsiella pneumoniae strain I169 plasmid pKPSH169, complete sequence",1,100
"gi|765525363|gb|KM245123.1| Aeromonas hydrophila strain IB101 plasmid AHIB101-pBF7.8, complete sequence",1,100
"gi|197360837|gb|EU925817.1| Aeromonas hydrophila strain AO1 plasmid pBRST7.6, complete sequence",1,100
"gi|93114907|gb|DQ460733.1| Uncultured bacterium plasmid pGNB2, complete sequence",1,100
"gi|1338981560|gb|CP026407.1| Aeromonas sp. ASNIH2 plasmid pAER-ba17, complete sequence",1,100
"gi|874565309|emb|LN853034.1| Uncultured prokaryote from Rat gut metagenome metamobilome, plasmid pRGRH0378",1,100
"gi|215276680|gb|DQ268764.2| Salmonella enterica subsp. enterica serovar Westhampton plasmid pWES-1, complete sequence",1,100
"gi|1172790107|gb|KX946994.1| Klebsiella oxytoca strain H143640707 plasmid pJF-707, complete sequence",2,100
"gi|359751189|emb|HE616889.1| Enterobacter cloacae plasmid pUL3AT containing class 3 integron In3-5, isolate LIM73",2,100
"gi|1483540345|gb|MH569711.1| Serratia marcescens subsp. marcescens strain S89 plasmid pPCMI3, complete sequence",1,100
"gi|1314784670|gb|MF554639.1| uncultured bacterium clone AA-102 plasmid pFECR, complete sequence",1,100
"gi|1159866787|gb|KX912254.1| Klebsiella oxytoca strain H140960789 plasmid pJF-789, complete sequence",1,100
"gi|1131739336|gb|KU644674.1| Aeromonas caviae isolate AB5 plasmid pAB5, complete sequence",1,100
"gi|700369824|gb|KJ631731.1| Uncultured bacterium plasmid pEMB2 clone EMB-B3, complete sequence",1,100
"gi|365268513|gb|JN315883.1| Aeromonas hydrophila plasmid pAHH04, complete sequence",1,100
"gi|262234435|gb|FJ696404.1| Escherichia coli strain 7 plasmid IncQ-type pQ7, complete sequence",1,100
"gi|1228869997|ref|XM_022134581.1| PREDICTED: Helianthus annuus respiratory burst oxidase homolog protein C-like (LOC110886745), mRNA",46,74
"gi|1537016560|emb|LR131926.1| Cottoperca gobio genome assembly, chromosome: 19",30,62
"gi|1563157151|gb|CP026520.1| Paenibacillus chitinolyticus strain KCCM 41400 chromosome, complete genome",52,81
"gi|1207858940|gb|CP021827.1| Sinorhizobium meliloti strain KH35c plasmid psymA, complete sequence",51,96
"gi|1050619840|ref|XM_017777240.1| PREDICTED: Gossypium arboreum plant UBX domain-containing protein 7-like (LOC108475266), mRNA",48,76
"gi|1050552608|ref|XM_017765390.1| PREDICTED: Gossypium arboreum plant UBX domain-containing protein 7 (LOC108465082), transcript variant X2, mRNA",48,76
"gi|1050552606|ref|XM_017765389.1| PREDICTED: Gossypium arboreum plant UBX domain-containing protein 7 (LOC108465082), transcript variant X1, mRNA",48,76
"gi|1029065763|ref|XM_016837647.1| PREDICTED: Gossypium hirsutum plant UBX domain-containing protein 7-like (LOC107909936), mRNA",48,76
"gi|1028993774|ref|XM_016896168.1| PREDICTED: Gossypium hirsutum plant UBX domain-containing protein 7-like (LOC107959976), transcript variant X2, mRNA",48,76
"gi|1028993772|ref|XM_016896167.1| PREDICTED: Gossypium hirsutum plant UBX domain-containing protein 7-like (LOC107959976), transcript variant X1, mRNA",48,76
"gi|823158240|ref|XM_012623534.1| PREDICTED: Gossypium raimondii plant UBX domain-containing protein 7 (LOC105794380), mRNA",48,76
"gi|686539396|gb|CP009284.1| Paenibacillus sp. FSL R7-0331, complete genome",49,75
"gi|257044187|gb|CP001715.1| Candidatus Accumulibacter phosphatis clade IIA str. UW-1, complete genome",4,30
"gi|194307659|gb|CP001110.1| Pelodictyon phaeoclathratiforme BU-1, complete genome",63,89
"gi|1535847301|gb|MK191840.1| Salmonella enterica subsp. enterica serovar Typhimurium var. 5- strain 63 plasmid, partial sequence",1,100
"gi|1491880401|gb|CP032896.1| Enterobacter kobei strain WCHEK045523 plasmid pQnrS2_045523, complete sequence",1,100
"gi|1464487549|gb|MH624132.1| Aeromonas taiwanensis strain L1713 plasmid p1713-KPC, complete sequence",1,100
"gi|1464487482|gb|MH624131.1| Aeromonas taiwanensis strain L198 plasmid p198-KPC, complete sequence",1,100
"gi|1464487415|gb|MH624130.1| Aeromonas taiwanensis strain L186 plasmid p186-KPC, complete sequence",1,100
"gi|1441525947|gb|MH133192.1| Escherichia coli strain INSRA19829 plasmid pUR19829-KPC21, complete sequence",1,100
"gi|1338981560|gb|CP026407.1| Aeromonas sp. ASNIH2 plasmid pAER-ba17, complete sequence",1,100
"gi|1314784670|gb|MF554639.1| uncultured bacterium clone AA-102 plasmid pFECR, complete sequence",1,100
"gi|1314784663|gb|MF554638.1| uncultured bacterium clone AA-101 plasmid pFECG, complete sequence",1,100
"gi|1131739349|gb|KU644676.1| Aeromonas allosaccharophila isolate HP5 plasmid pHP5, complete sequence",1,100
"gi|1131739342|gb|KU644675.1| Aeromonas caviae isolate HP16 plasmid pHP16, complete sequence",1,100
"gi|970697877|gb|KT896503.1| Klebsiella pneumoniae strain I231 plasmid pKPSH231, complete sequence",1,100
"gi|970697869|gb|KT896502.1| Klebsiella pneumoniae strain I213 plasmid pKPSH213.55, complete sequence",1,100
"gi|970697861|gb|KT896501.1| Klebsiella pneumoniae strain I212 plasmid pKPSH212, complete sequence",1,100
"gi|970697853|gb|KT896500.1| Klebsiella pneumoniae strain I70 plasmid pKPSH70, complete sequence",1,100
"gi|970697853|gb|KT896500.1| Klebsiella pneumoniae strain I70 plasmid pKPSH70, complete sequence",54,100
"gi|970697845|gb|KT896499.1| Klebsiella pneumoniae strain I169 plasmid pKPSH169, complete sequence",1,100
"gi|765525363|gb|KM245123.1| Aeromonas hydrophila strain IB101 plasmid AHIB101-pBF7.8, complete sequence",1,100
"gi|197360837|gb|EU925817.1| Aeromonas hydrophila strain AO1 plasmid pBRST7.6, complete sequence",1,100
"gi|93114907|gb|DQ460733.1| Uncultured bacterium plasmid pGNB2, complete sequence",1,100
"gi|874565309|emb|LN853034.1| Uncultured prokaryote from Rat gut metagenome metamobilome, plasmid pRGRH0378",1,100
"gi|1483540345|gb|MH569711.1| Serratia marcescens subsp. marcescens strain S89 plasmid pPCMI3, complete sequence",1,98
"gi|1159866787|gb|KX912254.1| Klebsiella oxytoca strain H140960789 plasmid pJF-789, complete sequence",1,98
"gi|1131739336|gb|KU644674.1| Aeromonas caviae isolate AB5 plasmid pAB5, complete sequence",1,98
"gi|700369824|gb|KJ631731.1| Uncultured bacterium plasmid pEMB2 clone EMB-B3, complete sequence",1,98
"gi|365268513|gb|JN315883.1| Aeromonas hydrophila plasmid pAHH04, complete sequence",1,98
"gi|262234435|gb|FJ696404.1| Escherichia coli strain 7 plasmid IncQ-type pQ7, complete sequence",1,98
"gi|215276680|gb|DQ268764.2| Salmonella enterica subsp. enterica serovar Westhampton plasmid pWES-1, complete sequence",1,100
"gi|1172790107|gb|KX946994.1| Klebsiella oxytoca strain H143640707 plasmid pJF-707, complete sequence",1,100
"gi|359751189|emb|HE616889.1| Enterobacter cloacae plasmid pUL3AT containing class 3 integron In3-5, isolate LIM73",1,100
"gi|1270012773|gb|CP023298.1| Actinoplanes sp. SE50 chromosome, complete genome",11,41
"gi|1160578522|emb|LT827010.1| Actinoplanes sp. SE50/110 isolate ACP50 genome assembly, chromosome: I",11,41
"gi|359832573|gb|CP003170.1| Actinoplanes sp. SE50/110, complete genome",11,41
"gi|1434945401|ref|XM_003449466.5| PREDICTED: Oreochromis niloticus ATPase family, AAA domain containing 1 (atad1), mRNA",33,54
"gi|1248817418|emb|LT907975.1| Desulfovibrio profundus strain 500-1 genome assembly, chromosome: DPRO",17,48
"gi|597580790|ref|XM_007293390.1| Marssonina brunnea f. sp. 'multigermtubi' MB_m1 RNA-binding protein (MBM_05563), mRNA",22,53
gi|367035671|ref|XM_003667070.1| Thermothelomyces thermophila ATCC 42464 hypothetical protein mRNA,22,53
"gi|347013775|gb|CP003008.1| Myceliophthora thermophila ATCC 42464 chromosome 7, complete sequence",22,53
"gi|1535847301|gb|MK191840.1| Salmonella enterica subsp. enterica serovar Typhimurium var. 5- strain 63 plasmid, partial sequence",1,100
"gi|1491880401|gb|CP032896.1| Enterobacter kobei strain WCHEK045523 plasmid pQnrS2_045523, complete sequence",1,100
"gi|1464487549|gb|MH624132.1| Aeromonas taiwanensis strain L1713 plasmid p1713-KPC, complete sequence",1,100
"gi|1464487482|gb|MH624131.1| Aeromonas taiwanensis strain L198 plasmid p198-KPC, complete sequence",1,100
"gi|1464487415|gb|MH624130.1| Aeromonas taiwanensis strain L186 plasmid p186-KPC, complete sequence",1,100
"gi|1441525947|gb|MH133192.1| Escherichia coli strain INSRA19829 plasmid pUR19829-KPC21, complete sequence",1,100
"gi|1314784663|gb|MF554638.1| uncultured bacterium clone AA-101 plasmid pFECG, complete sequence",1,100
"gi|1131739349|gb|KU644676.1| Aeromonas allosaccharophila isolate HP5 plasmid pHP5, complete sequence",1,100
"gi|1131739342|gb|KU644675.1| Aeromonas caviae isolate HP16 plasmid pHP16, complete sequence",1,100
"gi|970697877|gb|KT896503.1| Klebsiella pneumoniae strain I231 plasmid pKPSH231, complete sequence",1,100
"gi|970697869|gb|KT896502.1| Klebsiella pneumoniae strain I213 plasmid pKPSH213.55, complete sequence",1,100
"gi|970697861|gb|KT896501.1| Klebsiella pneumoniae strain I212 plasmid pKPSH212, complete sequence",1,100
"gi|970697853|gb|KT896500.1| Klebsiella pneumoniae strain I70 plasmid pKPSH70, complete sequence",1,100
"gi|970697853|gb|KT896500.1| Klebsiella pneumoniae strain I70 plasmid pKPSH70, complete sequence",1,100
"gi|970697845|gb|KT896499.1| Klebsiella pneumoniae strain I169 plasmid pKPSH169, complete sequence",1,100
"gi|765525363|gb|KM245123.1| Aeromonas hydrophila strain IB101 plasmid AHIB101-pBF7.8, complete sequence",1,100
"gi|93114907|gb|DQ460733.1| Uncultured bacterium plasmid pGNB2, complete sequence",1,100
"gi|1314784670|gb|MF554639.1| uncultured bacterium clone AA-102 plasmid pFECR, complete sequence",1,100
"gi|197360837|gb|EU925817.1| Aeromonas hydrophila strain AO1 plasmid pBRST7.6, complete sequence",1,100
"gi|1338981560|gb|CP026407.1| Aeromonas sp. ASNIH2 plasmid pAER-ba17, complete sequence",1,100
"gi|874565309|emb|LN853034.1| Uncultured prokaryote from Rat gut metagenome metamobilome, plasmid pRGRH0378",1,100
"gi|215276680|gb|DQ268764.2| Salmonella enterica subsp. enterica serovar Westhampton plasmid pWES-1, complete sequence",1,100
"gi|1483540345|gb|MH569711.1| Serratia marcescens subsp. marcescens strain S89 plasmid pPCMI3, complete sequence",1,100
"gi|1159866787|gb|KX912254.1| Klebsiella oxytoca strain H140960789 plasmid pJF-789, complete sequence",1,100
"gi|1131739336|gb|KU644674.1| Aeromonas caviae isolate AB5 plasmid pAB5, complete sequence",1,100
"gi|700369824|gb|KJ631731.1| Uncultured bacterium plasmid pEMB2 clone EMB-B3, complete sequence",1,100
"gi|365268513|gb|JN315883.1| Aeromonas hydrophila plasmid pAHH04, complete sequence",1,100
"gi|262234435|gb|FJ696404.1| Escherichia coli strain 7 plasmid IncQ-type pQ7, complete sequence",1,100
"gi|1172790107|gb|KX946994.1| Klebsiella oxytoca strain H143640707 plasmid pJF-707, complete sequence",1,99
"gi|359751189|emb|HE616889.1| Enterobacter cloacae plasmid pUL3AT containing class 3 integron In3-5, isolate LIM73",1,99
"gi|937924750|dbj|AP014963.1| Oryza sativa Japonica Group DNA, chromosome 7, cultivar: Nipponbare, complete sequence",42,72
"gi|50508528|dbj|AP005101.3| Oryza sativa Japonica Group genomic DNA, chromosome 7, BAC clone:OSJNBa0026I22",42,72
"gi|1531799934|ref|XM_027304070.1| PREDICTED: Coffea eugenioides oxysterol-binding protein-related protein 3C (LOC113761197), mRNA",53,83
"gi|1527502503|ref|XM_027232743.1| PREDICTED: Coffea arabica oxysterol-binding protein-related protein 3C-like (LOC113709897), mRNA",53,83
"gi|1527493992|ref|XM_027253503.1| PREDICTED: Coffea arabica oxysterol-binding protein-related protein 3C-like (LOC113729177), mRNA",53,83
"gi|1527467671|ref|XM_027245700.1| PREDICTED: Coffea arabica oxysterol-binding protein-related protein 3C-like (LOC113722294), mRNA",53,83
"gi|1370962606|emb|LT963423.1| Plasmodium sp. gorilla clade G1 genome assembly, chromosome: 10",6,36
"gi|685042188|emb|LN590713.1| Cyprinus carpio genome assembly common carp genome, scaffold: LG20, chromosome: 20",6,36
gi|1395225569|gb|CP026244.1| Scophthalmus maximus chromosome 2,47,69
gi|1395225569|gb|CP026244.1| Scophthalmus maximus chromosome 2,11,38
"gi|1049478063|emb|HG970332.2| Fusarium graminearum chromosome 1, complete genome",2,41
"gi|482668027|gb|KC951373.1| Homo sapiens clone FOS_0008, complete sequence",1,37
"gi|19807854|gb|AC103921.2| Homo sapiens chromosome 3 clone RP11-131O21, complete sequence",1,37
"gi|18855078|gb|AC103587.2| Homo sapiens chromosome 3 clone RP11-164G20, complete sequence",1,37
"gi|1537016553|emb|LR131919.1| Cottoperca gobio genome assembly, chromosome: 12",53,77
gi|1395248157|gb|CP026262.1| Scophthalmus maximus chromosome 20,11,65
"gi|1390649939|ref|XM_015931376.2| PREDICTED: Tetranychus urticae prostatic acid phosphatase (LOC107364076), mRNA",39,80
"gi|1255155358|ref|XM_014653354.2| PREDICTED: Vigna radiata var. radiata methyl-CpG-binding domain-containing protein 11 (LOC106768294), mRNA",25,78
gi|1220479419|gb|CP020635.1| Oryzias latipes strain HSOK chromosome 15,24,72
gi|1220469779|gb|CP020793.1| Oryzias latipes strain HNI chromosome 15,24,72
"gi|1208660773|gb|CP021922.1| Acetobacter pasteurianus subsp. pasteurianus strain SRCM101468, complete genome",6,30
"gi|1079988676|gb|CP015168.1| Acetobacter pasteurianus subsp. paradoxus strain LMG 1591, complete genome",6,30
"gi|1535847301|gb|MK191840.1| Salmonella enterica subsp. enterica serovar Typhimurium var. 5- strain 63 plasmid, partial sequence",1,100
"gi|1491880401|gb|CP032896.1| Enterobacter kobei strain WCHEK045523 plasmid pQnrS2_045523, complete sequence",1,100
"gi|1464487549|gb|MH624132.1| Aeromonas taiwanensis strain L1713 plasmid p1713-KPC, complete sequence",1,100
"gi|1464487482|gb|MH624131.1| Aeromonas taiwanensis strain L198 plasmid p198-KPC, complete sequence",1,100
"gi|1464487415|gb|MH624130.1| Aeromonas taiwanensis strain L186 plasmid p186-KPC, complete sequence",1,100
"gi|1338981560|gb|CP026407.1| Aeromonas sp. ASNIH2 plasmid pAER-ba17, complete sequence",1,100
"gi|1314784670|gb|MF554639.1| uncultured bacterium clone AA-102 plasmid pFECR, complete sequence",1,100
"gi|1314784663|gb|MF554638.1| uncultured bacterium clone AA-101 plasmid pFECG, complete sequence",1,100
"gi|1131739349|gb|KU644676.1| Aeromonas allosaccharophila isolate HP5 plasmid pHP5, complete sequence",1,100
"gi|1131739342|gb|KU644675.1| Aeromonas caviae isolate HP16 plasmid pHP16, complete sequence",1,100
"gi|970697877|gb|KT896503.1| Klebsiella pneumoniae strain I231 plasmid pKPSH231, complete sequence",1,100
"gi|970697869|gb|KT896502.1| Klebsiella pneumoniae strain I213 plasmid pKPSH213.55, complete sequence",1,100
"gi|970697861|gb|KT896501.1| Klebsiella pneumoniae strain I212 plasmid pKPSH212, complete sequence",1,100
"gi|970697853|gb|KT896500.1| Klebsiella pneumoniae strain I70 plasmid pKPSH70, complete sequence",1,100
"gi|970697845|gb|KT896499.1| Klebsiella pneumoniae strain I169 plasmid pKPSH169, complete sequence",1,100
"gi|874565309|emb|LN853034.1| Uncultured prokaryote from Rat gut metagenome metamobilome, plasmid pRGRH0378",1,100
"gi|765525363|gb|KM245123.1| Aeromonas hydrophila strain IB101 plasmid AHIB101-pBF7.8, complete sequence",1,100
"gi|197360837|gb|EU925817.1| Aeromonas hydrophila strain AO1 plasmid pBRST7.6, complete sequence",1,100
"gi|93114907|gb|DQ460733.1| Uncultured bacterium plasmid pGNB2, complete sequence",1,100
"gi|1441525947|gb|MH133192.1| Escherichia coli strain INSRA19829 plasmid pUR19829-KPC21, complete sequence",3,100
"gi|1483540345|gb|MH569711.1| Serratia marcescens subsp. marcescens strain S89 plasmid pPCMI3, complete sequence",1,100
"gi|1159866787|gb|KX912254.1| Klebsiella oxytoca strain H140960789 plasmid pJF-789, complete sequence",1,100
"gi|1131739336|gb|KU644674.1| Aeromonas caviae isolate AB5 plasmid pAB5, complete sequence",1,100
"gi|700369824|gb|KJ631731.1| Uncultured bacterium plasmid pEMB2 clone EMB-B3, complete sequence",1,100
"gi|365268513|gb|JN315883.1| Aeromonas hydrophila plasmid pAHH04, complete sequence",1,100
"gi|262234435|gb|FJ696404.1| Escherichia coli strain 7 plasmid IncQ-type pQ7, complete sequence",1,100
"gi|215276680|gb|DQ268764.2| Salmonella enterica subsp. enterica serovar Westhampton plasmid pWES-1, complete sequence",1,100
"gi|1172790107|gb|KX946994.1| Klebsiella oxytoca strain H143640707 plasmid pJF-707, complete sequence",1,100
"gi|359751189|emb|HE616889.1| Enterobacter cloacae plasmid pUL3AT containing class 3 integron In3-5, isolate LIM73",1,100
"gi|1524125539|gb|CP027706.1| Pseudomonas sp. CMR12a chromosome, complete genome",63,94
"gi|745836364|gb|CP006880.1| Rhizobium gallicum bv. gallicum R602 plasmid pRgalR602c, complete sequence",24,58
"gi|333113473|gb|CP002727.1| Pseudomonas fulva 12-X, complete genome",25,72
"gi|169757190|gb|CP000949.1| Pseudomonas putida W619, complete genome",63,94
gi|914968788|ref|XM_013385331.1| Tilletiaria anomala UBC 951 Rap30/74 interaction domain-containing protein mRNA,45,76
"gi|573465242|gb|CP007045.1| Rhizobium leguminosarum bv. trifolii WSM1689, complete genome",60,96
gi|685417488|ref|XM_009229335.1| Gaeumannomyces tritici R3-111a-1 6-phosphofructokinase mRNA,20,53
"gi|1162274892|gb|CP020330.1| Martelella mediterranea DSM 17316 strain MACL11, complete genome",60,95
"gi|1272242406|gb|CP024086.1| Pseudomonas putida strain E46 chromosome, complete genome",63,92
"gi|1272237105|gb|CP024085.1| Pseudomonas putida strain E41 chromosome, complete genome",63,92
"gi|1212189359|ref|XM_021689334.1| PREDICTED: Neomonachus schauinslandi chromosome unknown C20orf141 homolog (CUNH20orf141), mRNA",63,85
"gi|585160215|ref|XM_006732294.1| PREDICTED: Leptonychotes weddellii chromosome unknown open reading frame, human C20orf141 (LOC102735368), mRNA",63,85
"gi|1537871827|gb|CP034447.1| Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1 chromosome, complete genome",20,44
"gi|1531761529|emb|LR131273.1| Tsukamurella paurometabola strain NCTC10741 genome assembly, chromosome: 1",19,43
gi|1526111932|gb|CP033972.1| Gordonia sp. MMS17-SY073,19,43
"gi|1376251231|gb|CP021642.1| Campylobacter concisus strain P2CDO4 chromosome, complete genome",27,51
"gi|1149813507|ref|XM_020310190.1| PREDICTED: Aegilops tauschii subsp. tauschii heterogeneous nuclear ribonucleoprotein A2 homolog 1 (LOC109751299), transcript variant X2, mRNA",52,81
"gi|1149813505|ref|XM_020310189.1| PREDICTED: Aegilops tauschii subsp. tauschii heterogeneous nuclear ribonucleoprotein A2 homolog 1 (LOC109751299), transcript variant X1, mRNA",52,81
"gi|969498525|ref|XM_002093932.2| Drosophila yakuba uncharacterized protein, transcript variant A (Dyak\GE20460), mRNA",63,92
"gi|969493024|ref|XM_015194376.1| Drosophila yakuba uncharacterized protein, transcript variant B (Dyak\GE20460), mRNA",63,92
gi|813109425|ref|XM_012339179.1| Saprolegnia parasitica CBS 223.65 hypothetical protein partial mRNA,65,89
"gi|1535847301|gb|MK191840.1| Salmonella enterica subsp. enterica serovar Typhimurium var. 5- strain 63 plasmid, partial sequence",1,100
"gi|1491880401|gb|CP032896.1| Enterobacter kobei strain WCHEK045523 plasmid pQnrS2_045523, complete sequence",1,100
"gi|1464487549|gb|MH624132.1| Aeromonas taiwanensis strain L1713 plasmid p1713-KPC, complete sequence",1,100
"gi|1464487482|gb|MH624131.1| Aeromonas taiwanensis strain L198 plasmid p198-KPC, complete sequence",1,100
"gi|1464487415|gb|MH624130.1| Aeromonas taiwanensis strain L186 plasmid p186-KPC, complete sequence",1,100
"gi|1441525947|gb|MH133192.1| Escherichia coli strain INSRA19829 plasmid pUR19829-KPC21, complete sequence",1,100
"gi|1338981560|gb|CP026407.1| Aeromonas sp. ASNIH2 plasmid pAER-ba17, complete sequence",1,100
"gi|1314784663|gb|MF554638.1| uncultured bacterium clone AA-101 plasmid pFECG, complete sequence",1,100
"gi|1131739349|gb|KU644676.1| Aeromonas allosaccharophila isolate HP5 plasmid pHP5, complete sequence",1,100
"gi|1131739342|gb|KU644675.1| Aeromonas caviae isolate HP16 plasmid pHP16, complete sequence",1,100
"gi|970697877|gb|KT896503.1| Klebsiella pneumoniae strain I231 plasmid pKPSH231, complete sequence",1,100
"gi|970697861|gb|KT896501.1| Klebsiella pneumoniae strain I212 plasmid pKPSH212, complete sequence",1,100
"gi|970697853|gb|KT896500.1| Klebsiella pneumoniae strain I70 plasmid pKPSH70, complete sequence",1,100
"gi|970697845|gb|KT896499.1| Klebsiella pneumoniae strain I169 plasmid pKPSH169, complete sequence",1,100
"gi|765525363|gb|KM245123.1| Aeromonas hydrophila strain IB101 plasmid AHIB101-pBF7.8, complete sequence",1,100
"gi|197360837|gb|EU925817.1| Aeromonas hydrophila strain AO1 plasmid pBRST7.6, complete sequence",1,100
"gi|93114907|gb|DQ460733.1| Uncultured bacterium plasmid pGNB2, complete sequence",1,100
"gi|1483540345|gb|MH569711.1| Serratia marcescens subsp. marcescens strain S89 plasmid pPCMI3, complete sequence",1,100
"gi|1314784670|gb|MF554639.1| uncultured bacterium clone AA-102 plasmid pFECR, complete sequence",1,100
"gi|1159866787|gb|KX912254.1| Klebsiella oxytoca strain H140960789 plasmid pJF-789, complete sequence",1,100
"gi|1131739336|gb|KU644674.1| Aeromonas caviae isolate AB5 plasmid pAB5, complete sequence",1,100
"gi|700369824|gb|KJ631731.1| Uncultured bacterium plasmid pEMB2 clone EMB-B3, complete sequence",1,100
"gi|365268513|gb|JN315883.1| Aeromonas hydrophila plasmid pAHH04, complete sequence",1,100
"gi|262234435|gb|FJ696404.1| Escherichia coli strain 7 plasmid IncQ-type pQ7, complete sequence",1,100
"gi|874565309|emb|LN853034.1| Uncultured prokaryote from Rat gut metagenome metamobilome, plasmid pRGRH0378",1,100
"gi|215276680|gb|DQ268764.2| Salmonella enterica subsp. enterica serovar Westhampton plasmid pWES-1, complete sequence",1,100
"gi|1172790107|gb|KX946994.1| Klebsiella oxytoca strain H143640707 plasmid pJF-707, complete sequence",1,100
"gi|359751189|emb|HE616889.1| Enterobacter cloacae plasmid pUL3AT containing class 3 integron In3-5, isolate LIM73",1,100
gi|1293084341|gb|CP025018.1| Streptomyces sp. M56,6,32
"gi|1266917207|gb|CP023992.1| Streptomyces malaysiensis DSM4137 chromosome, complete sequence",6,32
"gi|344034313|gb|CP002994.1| Streptomyces violaceusniger Tu 4113 chromosome, complete genome",6,32
"gi|1399574730|gb|CP024988.1| Corynebacterium provencense strain 17KM38 chromosome, complete genome",46,86
